"Cancer","Gene","correlation"
"Pancreatic Cancer","TGM2",0.0179038972743444
"Colorectal cancer","JARID2",0.0179013984268557
"Pancreatic Cancer","EEF1A2",0.0178713388974693
"Colorectal cancer","FBP1",0.0178415783747746
"Pancreatic Cancer","APLP2",0.0178233246612184
"Bile duct cancer","MAGEC1",0.0178086005074889
"Colorectal cancer","SEPT9",0.017803651138643
"Stomach cancer","AIMP2",0.017803019238342
"Bile duct cancer","NODAL",0.0177910307964189
"Stomach cancer","EGR2",0.0177773020671595
"Esophageal cancer","C8orf17",0.0177750901982259
"Pancreatic Cancer","SERPINB2",0.0177654677849883
"Stomach cancer","EPHA7",0.0177483594939227
"Colorectal cancer","PLA2G4A",0.017740991563094
"Stomach cancer","PHF10",0.017690167198011
"Stomach cancer","ADIPOR2",0.0176778946181642
"Pancreatic Cancer","NES",0.0176509494889653
"Bile duct cancer","FGFR2",0.0176102387173004
"Stomach cancer","GNA14",0.0175955948564291
"Stomach cancer","ETHE1",0.0175955948564291
"Stomach cancer","MARK3",0.0175955948564291
"Stomach cancer","LRPPRC",0.0175955948564291
"Stomach cancer","GPR160",0.0175955948564291
"Stomach cancer","GPR171",0.0175955948564291
"Stomach cancer","TCAP",0.0175955948564291
"Stomach cancer","AMPH",0.0175955948564291
"Stomach cancer","COL9A2",0.0175955948564291
"Stomach cancer","SORCS3",0.0175955948564291
"Stomach cancer","ZNF365",0.0175955948564291
"Stomach cancer","EYA1",0.0175955948564291
"Stomach cancer","ASPN",0.0175955948564291
"Stomach cancer","NCAPH2",0.0175955948564291
"Stomach cancer","IGHA1",0.0175955948564291
"Stomach cancer","AFF3",0.0175955948564291
"Stomach cancer","C1R",0.0175724775268513
"Colorectal cancer","LEPR",0.0175535135517566
"Stomach cancer","IL31RA",0.0175531968523607
"Esophageal cancer","WNT9B",0.0175368856528751
"Liver cancer","KMT2B",0.0175078386138455
"Pancreatic Cancer","SERPINE2",0.0174789303302449
"Stomach cancer","VAV3",0.0174778901496729
"Stomach cancer","COPS8",0.0174601271629259
"Pancreatic Cancer","ALB",0.0174578742105412
"Pancreatic Cancer","ANXA2",0.0174540211438032
"Pancreatic Cancer","PNLIPRP2",0.0174424246130107
"Pancreatic Cancer","KISS1R",0.0174416547150353
"Liver cancer","EZH2",0.0174231820087029
"Pancreatic Cancer","ABL2",0.0174138396126526
"Pancreatic Cancer","CUX1",0.0173833546100231
"Pancreatic Cancer","GFAP",0.0173660729843796
"Bile duct cancer","UMPS",0.0173588043073324
"Bile duct cancer","PTPN14",0.0173449942177302
"Liver cancer","GLRX3",0.0173318703801331
"Bile duct cancer","ECE2",0.0172881178951313
"Bile duct cancer","EPPK1",0.0172881178951313
"Bile duct cancer","KDM8",0.0172881178951313
"Bile duct cancer","CLIC3",0.0172881178951313
"Bile duct cancer","MLNR",0.0172881178951313
"Bile duct cancer","PRKACA",0.0172881178951313
"Bile duct cancer","SYNE2",0.0172881178951313
"Bile duct cancer","GPR55",0.0172881178951313
"Bile duct cancer","HRH3",0.0172881178951313
"Bile duct cancer","NAE1",0.0172881178951313
"Stomach cancer","WNT2",0.0172691956259259
"Stomach cancer","GPX3",0.0172642637485624
"Colorectal cancer","SNCG",0.0172602118382785
"Pancreatic Cancer","ITGAV",0.0172563845770404
"Colorectal cancer","NANOGP8",0.0172518288005316
"Pancreatic Cancer","DCK",0.0172494247151994
"Stomach cancer","STARD3",0.0172291113789234
"Pancreatic Cancer","ACIN1",0.0172069919752482
"Colorectal cancer","PYGB",0.0171999964694104
"Liver cancer","CD27",0.017174680192706
"Colorectal cancer","SEMA3F",0.0171607107425623
"Colorectal cancer","RUNX2",0.0171554118513432
"Bile duct cancer","LGALS1",0.0171484865237642
"Bile duct cancer","PDZK1IP1",0.0171360329991928
"Esophageal cancer","TAP2",0.017131425907555
"Colorectal cancer","BMPR2",0.0171233523201737
"Colorectal cancer","PPARD",0.0171229231268842
"Pancreatic Cancer","PSCA",0.0171161911877097
"Colorectal cancer","MIR320A",0.0170690192004117
"Bile duct cancer","AFAP1-AS1",0.0170676170858406
"Bile duct cancer","NEK7",0.0170540438701116
"Liver cancer","UBQLN3",0.0170450672149288
"Liver cancer","PTTG2",0.0170450672149288
"Liver cancer","PCDH7",0.0170450672149288
"Liver cancer","APOBEC3H",0.0170450672149288
"Liver cancer","UBE3C",0.0170450672149288
"Pancreatic Cancer","NR5A2",0.0170272981237011
"Esophageal cancer","THRB",0.0170263425275946
"Colorectal cancer","OGG1",0.0170229115177318
"Stomach cancer","RPS12",0.0170115545624874
"Colorectal cancer","ATG9B",0.0169703347484967
"Colorectal cancer","ATG2B",0.0169703347484967
"Colorectal cancer","CLCN4",0.0169703347484967
"Colorectal cancer","PEBP4",0.0169703347484967
"Colorectal cancer","MIR30B",0.0169703347484967
"Colorectal cancer","EEF1E1",0.0169703347484967
"Colorectal cancer","EFNB3",0.0169703347484967
"Liver cancer","MIA2",0.0169506246682378
"Bile duct cancer","VIM",0.016940005860297
"Stomach cancer","ADH1A",0.0169315509505985
"Pancreatic Cancer","TAC1",0.0168838917470434
"Liver cancer","AKAP3",0.0168520141380138
"Pancreatic Cancer","ECT2",0.0168505956613121
"Liver cancer","FOXP3",0.0168491436648439
"Esophageal cancer","ID1",0.0168458166183788
"Pancreatic Cancer","IL1A",0.0168429841188523
"Esophageal cancer","EVPL",0.0168347867655669
"Colorectal cancer","IRS2",0.0168323136584847
"Pancreatic Cancer","AKR7A2",0.0168285923143949
"Esophageal cancer","EIF4EBP1",0.0168179895298957
"Esophageal cancer","VIT",0.0168135748585582
"Liver cancer","ATG5",0.0167982376775582
"Esophageal cancer","LOXL2",0.0167942782271314
"Colorectal cancer","TRDMT1",0.0167595001912692
"Colorectal cancer","CYP2C9",0.0167450002370322
"Pancreatic Cancer","DZIP1L",0.0167414525513989
"Pancreatic Cancer","ADAMTS9",0.0167414525513989
"Pancreatic Cancer","GRIA3",0.0167414525513989
"Pancreatic Cancer","DPM1",0.0167414525513989
"Pancreatic Cancer","HOXB1",0.0167414525513989
"Pancreatic Cancer","EFNB3",0.0167414525513989
"Pancreatic Cancer","MTNR1A",0.0167414525513989
"Pancreatic Cancer","OR13C4",0.0167414525513989
"Pancreatic Cancer","CCNI",0.0167414525513989
"Pancreatic Cancer","GNAT1",0.0167414525513989
"Pancreatic Cancer","PIM3",0.0167414525513989
"Pancreatic Cancer","RRH",0.0167414525513989
"Pancreatic Cancer","MSX2",0.016740416350161
"Pancreatic Cancer","RB1",0.0167089944382694
"Pancreatic Cancer","ALCAM",0.0166967122431454
"Liver cancer","MIR122",0.0166900571305475
"Stomach cancer","TNIK",0.0166811920957008
"Pancreatic Cancer","DUSP6",0.0166642072489548
"Liver cancer","AXIN1",0.0166592187461869
"Stomach cancer","PEMT",0.0166464744439278
"Liver cancer","LIN9",0.0166452626462104
"Colorectal cancer","PRKAG2",0.0166355168292581
"Pancreatic Cancer","CXCR5",0.01663171097582
"Esophageal cancer","SLC4A3",0.0166143230492065
"Pancreatic Cancer","AGR2",0.0166033523468167
"Pancreatic Cancer","ANK2",0.0166030103092487
"Liver cancer","EPAS1",0.0165927035867421
"Stomach cancer","MYC",0.0165907208197157
"Esophageal cancer","RPS6KA3",0.0165449988489559
"Liver cancer","CCL16",0.016532462189719
"Bile duct cancer","AGR2",0.0165307544465927
"Colorectal cancer","MGMT",0.0165190794229405
"Pancreatic Cancer","PARPBP",0.0165088930104396
"Pancreatic Cancer","WSB1",0.016491770662001
"Liver cancer","MDK",0.0164812323380284
"Colorectal cancer","TYMS",0.0164652771327665
"Esophageal cancer","CXCR2",0.0164606750626516
"Pancreatic Cancer","PYY",0.0164394519329503
"Colorectal cancer","CDX1",0.0164350083239903
"Stomach cancer","HLA-DQA1",0.0164300761976419
"Colorectal cancer","NTN1",0.0164170168776852
"Liver cancer","STAB2",0.0164082184464922
"Liver cancer","ICAM1",0.016405480284601
"Stomach cancer","TFF3",0.0163607728088769
"Pancreatic Cancer","MIR520H",0.0163540819568681
"Stomach cancer","ADA",0.0163426843457841
"Pancreatic Cancer","PAM",0.016339315372461
"Colorectal cancer","PTGS2",0.0163317780290263
"Pancreatic Cancer","GSK3A",0.0163297106703721
"Colorectal cancer","MIR221",0.0163110222421084
"Esophageal cancer","MARK2",0.0162991091648295
"Stomach cancer","PPP1R1B",0.0162880240965803
"Pancreatic Cancer","CD274",0.016287111289335
"Liver cancer","BTBD7",0.0162412762017734
"Stomach cancer","INHBA",0.0162288089872142
"Pancreatic Cancer","PSMA1",0.0162259706230503
"Stomach cancer","CD151",0.0161927749102236
"Pancreatic Cancer","PHB2",0.016183282628307
"Colorectal cancer","ATG12",0.0161831588432849
"Liver cancer","GAPDH",0.0161830166736335
"Liver cancer","TLN1",0.016164092627412
"Stomach cancer","CACYBP",0.0161577919185069
"Liver cancer","ZNF395",0.0161423784605429
"Colorectal cancer","CLOCK",0.0161026114223575
"Stomach cancer","MYO5B",0.0160984937409438
"Stomach cancer","MIR125A",0.0160937184161115
"Liver cancer","ADAM8",0.0160813159177015
"Colorectal cancer","SND1",0.0160684585822436
"Bile duct cancer","IDH2",0.0160650271923163
"Bile duct cancer","KRT18",0.0160644493179179
"Stomach cancer","PNKD",0.0160600188610957
"Stomach cancer","PPIC",0.0160259652965501
"Esophageal cancer","FARSB",0.0160258783614811
"Esophageal cancer","ZIC2",0.0160258783614811
"Esophageal cancer","GART",0.0160258783614811
"Stomach cancer","HOTAIR",0.0160214865952073
"Pancreatic Cancer","GPI",0.0160110864476259
"Colorectal cancer","DUSP4",0.0160082168400764
"Pancreatic Cancer","HOXB3",0.0160061584892673
"Pancreatic Cancer","ARRB2",0.0160061584892673
"Liver cancer","OSGIN1",0.0160055275541592
"Pancreatic Cancer","SHC1",0.0159588964038926
"Colorectal cancer","UBXN8",0.0159433893577006
"Stomach cancer","KMT2C",0.0159328838533951
"Colorectal cancer","CDX2",0.0159325773240846
"Colorectal cancer","NEUROG1",0.0159243879456883
"Stomach cancer","HOXD10",0.0159059461113674
"Liver cancer","GRN",0.0158971603524759
"Pancreatic Cancer","NTRK1",0.0158966495013423
"Colorectal cancer","MACC1",0.0158791371404649
"Stomach cancer","NEDD4",0.0158788242255313
"Esophageal cancer","SOX4",0.015876153770581
"Pancreatic Cancer","CDH2",0.0158751450135234
"Colorectal cancer","NDRG4",0.0158745962302593
"Stomach cancer","EPGN",0.0158729867599526
"Colorectal cancer","ASCL2",0.0158327815573888
"Stomach cancer","ITPR3",0.0158242402254922
"Pancreatic Cancer","ERBB3",0.0158160136592497
"Liver cancer","APOBEC3G",0.0157937248135831
"Colorectal cancer","HMGA1",0.0157800407974057
"Liver cancer","SERPINA1",0.0157775468078807
"Stomach cancer","ATP4A",0.0157717826006322
"Pancreatic Cancer","DIRAS3",0.0157708555524633
"Bile duct cancer","LAMA2",0.0157601895869014
"Liver cancer","SRD5A2",0.0157513568889163
"Stomach cancer","TWSG1",0.0157218299579402
"Bile duct cancer","PNLIP",0.0157172968416317
"Stomach cancer","PRUNE",0.0157154049614859
"Pancreatic Cancer","STK36",0.0156936892691385
"Liver cancer","VIM",0.0156880423828559
"Colorectal cancer","LBP",0.0156805577451853
"Colorectal cancer","SPDEF",0.0156747467274581
"Esophageal cancer","RARB",0.0156609505454811
"Stomach cancer","ZBTB2",0.015659845199645
"Liver cancer","CLDN10",0.0156505998770383
"Colorectal cancer","UBR5",0.0156338376569918
"Esophageal cancer","EPHX1",0.015603594558058
"Esophageal cancer","XRCC4",0.0155899446670989
"Colorectal cancer","IFITM3",0.0155898798742796
"Stomach cancer","TPR",0.0155751416866085
"Stomach cancer","PCDH10",0.0155624589690568
"Bile duct cancer","WWOX",0.0155620070818635
"Bile duct cancer","MMP3",0.0155530794584639
"Pancreatic Cancer","PFN1",0.0155467342558405
"Pancreatic Cancer","NKD2",0.0155440799260967
"Liver cancer","LECT2",0.015530477798442
"Pancreatic Cancer","CTAG2",0.0155286889551361
"Pancreatic Cancer","PCDH10",0.0155190395801911
"Esophageal cancer","BRE",0.015509865012672
"Stomach cancer","TNKS2",0.0155047022024068
"Liver cancer","RAB27A",0.0155021876663158
"Colorectal cancer","HPGD",0.0154986729429749
"Stomach cancer","VEZT",0.0154957868161688
"Stomach cancer","DMRT1",0.0154957868161688
"Stomach cancer","DISP1",0.0154957868161688
"Stomach cancer","DISP2",0.0154957868161688
"Stomach cancer","ABI2",0.0154957868161688
"Stomach cancer","ABI1",0.0154957868161688
"Stomach cancer","HIST1H3D",0.0154957868161688
"Stomach cancer","CPEB1",0.0154957868161688
"Stomach cancer","PIP5KL1",0.0154957868161688
"Stomach cancer","DNMT3L",0.0154957868161688
"Stomach cancer","LAMB2",0.0154957868161688
"Stomach cancer","ADAM29",0.0154957868161688
"Stomach cancer","GNAI3",0.0154957868161688
"Stomach cancer","CHRNE",0.0154957868161688
"Stomach cancer","PCGF2",0.0154957868161688
"Stomach cancer","CENPH",0.0154957868161688
"Stomach cancer","PTGR2",0.0154957868161688
"Pancreatic Cancer","TRPC1",0.0154934791494183
"Bile duct cancer","SCTR",0.0154930165905118
"Liver cancer","RAB27B",0.0154899820013534
"Liver cancer","TDRD5",0.0154899820013534
"Liver cancer","TDRD1",0.0154899820013534
"Liver cancer","NKX2-8",0.0154899820013534
"Liver cancer","RPS21",0.0154899820013534
"Liver cancer","RPL13A",0.0154899820013534
"Liver cancer","RPL4",0.0154899820013534
"Liver cancer","PI4KA",0.0154899820013534
"Liver cancer","SH2D4A",0.0154899820013534
"Esophageal cancer","MDC1",0.0154692441949284
"Liver cancer","RIT1",0.0154649897954934
"Liver cancer","KLF2",0.0154611113942703
"Stomach cancer","CRKL",0.0154475537858802
"Liver cancer","ACSL4",0.015435173167998
"Esophageal cancer","OPA3",0.0154079819232565
"Esophageal cancer","GRM3",0.0154079819232565
"Esophageal cancer","COL4A4",0.0154079819232565
"Esophageal cancer","NPC1",0.0154079819232565
"Esophageal cancer","DLX6",0.0154079819232565
"Esophageal cancer","SEMG2",0.0154079819232565
"Esophageal cancer","UBL3",0.0154079819232565
"Esophageal cancer","BMP8A",0.0154079819232565
"Esophageal cancer","RHCG",0.0154079819232565
"Esophageal cancer","EMILIN2",0.0154079819232565
"Esophageal cancer","SNX10",0.0154079819232565
"Esophageal cancer","WDR72",0.0154079819232565
"Esophageal cancer","CHST2",0.0154079819232565
"Esophageal cancer","TREM2",0.0154079819232565
"Esophageal cancer","KCNJ8",0.0154079819232565
"Esophageal cancer","MIR326",0.0154079819232565
"Esophageal cancer","RGS22",0.0154079819232565
"Esophageal cancer","CARS",0.0154079819232565
"Esophageal cancer","IL22RA2",0.0154079819232565
"Esophageal cancer","RSRC2",0.0154079819232565
"Liver cancer","FBP1",0.0154036059971917
"Pancreatic Cancer","ADAMTS18",0.0153953354080032
"Esophageal cancer","VSIG1",0.0153941669989562
"Esophageal cancer","SEL1L",0.0153835061356352
"Colorectal cancer","LMOD1",0.01537736434414
"Colorectal cancer","PPP1R12B",0.01537736434414
"Colorectal cancer","RPL32",0.01537736434414
"Colorectal cancer","SEPW1",0.01537736434414
"Colorectal cancer","SEPN1",0.01537736434414
"Colorectal cancer","C11orf31",0.01537736434414
"Colorectal cancer","PYGO1",0.01537736434414
"Colorectal cancer","SIPA1",0.01537736434414
"Colorectal cancer","TXNRD3",0.01537736434414
"Pancreatic Cancer","IGJ",0.0153622583699048
"Pancreatic Cancer","MUC2",0.0153610136409062
"Liver cancer","MASP2",0.0153374737099224
"Pancreatic Cancer","GALNT3",0.0153346584840815
"Pancreatic Cancer","MADCAM1",0.0153263927567094
"Pancreatic Cancer","HOXA3",0.0153263927567094
"Pancreatic Cancer","LY6E",0.0153263927567094
"Stomach cancer","S100A3",0.0153248010922244
"Liver cancer","SLCO1B3",0.0153216640504776
"Pancreatic Cancer","DAAM1",0.0153091406808544
"Pancreatic Cancer","DAAM2",0.0153091406808544
"Bile duct cancer","DCTD",0.0153077192594581
"Pancreatic Cancer","FAT4",0.0152948629896233
"Esophageal cancer","PAQR3",0.0152785483488811
"Liver cancer","INPPL1",0.0152695311236053
"Stomach cancer","MIR148A",0.0152619629538451
"Colorectal cancer","TSPAN8",0.0152609696696019
"Colorectal cancer","ST13",0.0152210833163164
"Colorectal cancer","AQP3",0.0152204756710207
"Colorectal cancer","KIF18A",0.0152135046182388
"Esophageal cancer","IFNAR2",0.0152097614278371
"Colorectal cancer","CTNNBIP1",0.0152043882821063
"Stomach cancer","HOXA10",0.0152023326446678
"Pancreatic Cancer","SMARCC1",0.0151835205324355
"Stomach cancer","PTPRA",0.0151555011632233
"Stomach cancer","CBFB",0.0151555011632233
"Stomach cancer","BCL2",0.0151458750183549
"Stomach cancer","GIF",0.0151433743640804
"Bile duct cancer","TPM1",0.0151234903855551
"Colorectal cancer","CRY1",0.0151079006500514
"Bile duct cancer","TNNT1",0.0151003168076439
"Stomach cancer","HRH4",0.0150856938427092
"Stomach cancer","CRK",0.0150764643609009
"Stomach cancer","RPL29",0.0150708305138936
"Stomach cancer","HLTF",0.0150656005813144
"Stomach cancer","AGT",0.0150567369325199
"Colorectal cancer","SNAI2",0.0150487628072577
"Stomach cancer","TERT",0.0150344410269063
"Stomach cancer","ITIH3",0.0150256595384895
"Liver cancer","RAG1",0.0150245239779121
"Esophageal cancer","POMP",0.0150107125062056
"Stomach cancer","WASL",0.014998844404867
"Pancreatic Cancer","MAPK6",0.014991996231955
"Colorectal cancer","VPS4B",0.014988597028556
"Bile duct cancer","CCS",0.0149883497248647
"Esophageal cancer","NAIF1",0.0149827180721818
"Stomach cancer","NCAM1",0.0149799699034894
"Liver cancer","HEPN1",0.0149770770059735
"Pancreatic Cancer","POU5F1",0.014975090857192
"Colorectal cancer","AIMP2",0.0149598952792486
"Stomach cancer","BGN",0.0149326546449149
"Esophageal cancer","CASR",0.0149236062813733
"Esophageal cancer","HOXA7",0.0149210590514066
"Colorectal cancer","UNC5C",0.0149184124176448
"Colorectal cancer","RGS2",0.0149166236790214
"Liver cancer","BASP1",0.0149165512173766
"Pancreatic Cancer","NTS",0.0148941626658355
"Stomach cancer","CTSA",0.0148456372851385
"Esophageal cancer","WNT10B",0.0148252426354999
"Colorectal cancer","XRCC1",0.0148093623970115
"Esophageal cancer","PCDH10",0.0147856173115046
"Colorectal cancer","SART3",0.014774102548568
"Colorectal cancer","SPINK1",0.0147688429887245
"Colorectal cancer","UGT1A6",0.0147676872963922
"Stomach cancer","PDCD6",0.0147641394601006
"Liver cancer","PHB",0.0147552869260261
"Pancreatic Cancer","GDI2",0.0147510933141113
"Colorectal cancer","CEP55",0.0147256089491726
"Pancreatic Cancer","ADAM8",0.0147243831677348
"Colorectal cancer","DACH1",0.0147094209280734
"Bile duct cancer","RASGEF1A",0.0147025126590238
"Bile duct cancer","GGH",0.0147025126590238
"Bile duct cancer","PUM1",0.0147025126590238
"Bile duct cancer","PRR11",0.0147025126590238
"Bile duct cancer","TLK1",0.0147025126590238
"Bile duct cancer","PPHLN1",0.0147025126590238
"Pancreatic Cancer","PNPT1",0.0146949243400889
"Pancreatic Cancer","MAP2K2",0.0146918319165777
"Bile duct cancer","MIR31",0.0146780263190634
"Colorectal cancer","SHBG",0.014675626770069
"Colorectal cancer","TLR4",0.0146584103297059
"Colorectal cancer","TCF4",0.0146483603431326
"Pancreatic Cancer","KLF5",0.014644905615582
"Stomach cancer","FGFR4",0.0146421666505917
"Liver cancer","GAB1",0.0146354992106428
"Pancreatic Cancer","FKBP5",0.0146304822754718
"Pancreatic Cancer","TNS4",0.0145910074492969
"Colorectal cancer","KLK14",0.0145762977305965
"Pancreatic Cancer","CEL",0.0145641454881259
"Esophageal cancer","ABCE1",0.0145617721342647
"Esophageal cancer","PDGFRB",0.0145532370627085
"Liver cancer","ALDH1L1",0.0145526365104964
"Stomach cancer","IL11",0.0145433617155523
"Stomach cancer","GAST",0.0145411062224835
"Stomach cancer","AGA",0.0145402400897597
"Pancreatic Cancer","APOD",0.0145398693770258
"Esophageal cancer","SOX7",0.014526607023803
"Stomach cancer","MYCL",0.0145184462582552
"Esophageal cancer","GP6",0.0145120507618364
"Colorectal cancer","RIN1",0.0145109348456109
"Colorectal cancer","ETV5",0.0145043895829724
"Pancreatic Cancer","SNAI1",0.0144926026658417
"Liver cancer","SLCO1B1",0.0144835728571647
"Stomach cancer","GATA4",0.0144599355375595
