#filename	date	concept	concept_num	SemanticType	category
27209600	2016-05-22	RNA	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27209600	2016-05-22	Nephrotic Syndrome	1	Disease or Syndrome	Disease_pathologic
27209600	2016-05-22	Clustered Regularly Interspaced Short Palindromic Repeats	3	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27257074	2016-09-03	Polymerase Chain Reaction	1	Molecular Biology Research Technique	Method_Activity
27257074	2016-09-03	Knock-in	1	Research Activity	Method_Activity
27257074	2016-09-03	Caenorhabditis elegans	1	Eukaryote	Material_species
27257074	2016-09-03	Metazoa	1	Eukaryote	Material_species
27257074	2016-09-03	Oligonucleotides	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27257074	2016-09-03	Cloning	1	Research Activity	Method_Activity
27257074	2016-09-03	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
24854982	2014-07-23	Nucleic acid sequencing	1	Laboratory Procedure	Method_procedure
24854982	2014-07-23	Somatic mutation	1	Cell or Molecular Dysfunction	Disease_pathologic
24854982	2014-07-23	De novo mutation	1	Cell or Molecular Dysfunction	Disease_pathologic
24854982	2014-07-23	research data	1	Research Activity	Method_Activity
24854982	2014-07-23	Avian crop	2	Body Part, Organ, or Organ Component	Material_OTC
24854982	2014-07-23	Germ Cells	1	Cell	Material_OTC
24854982	2014-07-23	DNA Resequencing	1	Molecular Biology Research Technique	Method_Activity
24854982	2014-07-23	Arabidopsis	1	Plant	Material_species
24854982	2014-07-23	Show	2	Animal	Material_species
24854982	2014-07-23	Clustered Regularly Interspaced Short Palindromic Repeats	5	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27246017	2016-06-01	Somatic Cell culture	1	Laboratory Procedure	Method_procedure
27246017	2016-06-01	Organoids	2	Tissue	Material_OTC
27246017	2016-06-01	Diploid Cell	1	Cell	Material_OTC
27246017	2016-06-01	Structure of intestinal epithelium	1	Tissue	Material_OTC
27246017	2016-06-01	Homo sapiens	1	Human	Material_species
27246017	2016-06-01	Mammalian Cell	1	Cell	Material_OTC
27246017	2016-06-01	Mus	2	Mammal	Material_species
27246017	2016-06-01	Intestines	1	Body Part, Organ, or Organ Component	Material_OTC
27246017	2016-06-01	Intestines, Small	1	Body Part, Organ, or Organ Component	Material_OTC
27246017	2016-06-01	Functional disorder	1	Pathologic Function	Disease_pathologic
27246017	2016-06-01	Cell Culture System	1	Molecular Biology Research Technique	Method_Activity
27246017	2016-06-01	Clustered Regularly Interspaced Short Palindromic Repeats	2	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27409664	2016-07-24	Breast Cancer Therapeutic Procedure	1	Therapeutic or Preventive Procedure	Method_Activity
27409664	2016-07-24	Knock-out	1	Experimental Model of Disease	Method_Activity
27409664	2016-07-24	Wild Type	2	Gene or Genome	Material_gene
27409664	2016-07-24	mutant	3	Cell or Molecular Dysfunction	Disease_pathologic
27409664	2016-07-24	Neoplasms	1	Neoplastic Process	Disease_pathologic
27409664	2016-07-24	Recurrence (disease attribute)	1	Pathologic Function	Disease_pathologic
27409664	2016-07-24	Axis vertebra	1	Body Part, Organ, or Organ Component	Material_OTC
27409664	2016-07-24	TP53 wt Allele	5	Gene or Genome	Material_gene
27409664	2016-07-24	TP53 Gene Mutation	1	Cell or Molecular Dysfunction	Disease_pathologic
27409664	2016-07-24	CDKN1A gene	1	Gene or Genome	Material_gene
27409664	2016-07-24	This (eukaryote)	1	Eukaryote	Material_species
27409664	2016-07-24	CTBP1 gene	4	Gene or Genome	Material_gene
27409664	2016-07-24	Show	1	Animal	Material_species
27409664	2016-07-24	tumor growth	1	Neoplastic Process	Disease_pathologic
27409664	2016-07-24	Neoplasm Metastasis	3	Neoplastic Process	Disease_pathologic
27409664	2016-07-24	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
24704174	2014-09-24	Zebrafish	2	Fish	Material_species
24704174	2014-09-24	Protein coding gene	1	Gene or Genome	Material_gene
24704174	2014-09-24	Surgical repair	1	Therapeutic or Preventive Procedure	Method_Activity
24704174	2014-09-24	DNA, Single-Stranded	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
24704174	2014-09-24	Knock-in	1	Research Activity	Method_Activity
24704174	2014-09-24	RGN gene	1	Gene or Genome	Material_gene
24704174	2014-09-24	Inversion Mutation Abnormality	1	Cell or Molecular Dysfunction	Disease_pathologic
24704174	2014-09-24	Oligonucleotides	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
24704174	2014-09-24	Cloning Vectors	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
24704174	2014-09-24	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
25997509	2015-05-22	Oocytes	3	Cell	Material_OTC
25997509	2015-05-22	Pronucleus	1	Cell Component	Material_OTC
25997509	2015-05-22	Cryopreservation of oocyte	1	Laboratory Procedure	Method_procedure
25997509	2015-05-22	mutant	1	Cell or Molecular Dysfunction	Disease_pathologic
25997509	2015-05-22	Mice, Knockout	3	Mammal	Material_species
25997509	2015-05-22	Mus	2	Mammal	Material_species
25997509	2015-05-22	Mice, Inbred ICR	1	Mammal	Material_species
25997509	2015-05-22	Multiple interventional procedures	1	Therapeutic or Preventive Procedure	Method_Activity
25997509	2015-05-22	Ovum	1	Cell	Material_OTC
25997509	2015-05-22	Cloning Vectors	4	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26253739	2015-12-16	Zebrafish	3	Fish	Material_species
26253739	2015-12-16	Diploid Cell	2	Cell	Material_OTC
26253739	2015-12-16	Wasting	1	Disease or Syndrome	Disease_pathologic
26253739	2015-12-16	Activity analysis	1	Therapeutic or Preventive Procedure	Method_Activity
26253739	2015-12-16	Profile (lab procedure)	1	Laboratory Procedure	Method_procedure
26253739	2015-12-16	Mus	1	Mammal	Material_species
26253739	2015-12-16	Fluorescent stain method	1	Laboratory Procedure	Method_procedure
26253739	2015-12-16	Polymerase Chain Reaction	2	Molecular Biology Research Technique	Method_Activity
26253739	2015-12-16	Germ Line	2	Cell	Material_OTC
26253739	2015-12-16	Biological Models	2	Research Device	Method_device
26253739	2015-12-16	Blood capillaries	1	Body Part, Organ, or Organ Component	Material_OTC
26253739	2015-12-16	Clustered Regularly Interspaced Short Palindromic Repeats	3	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27744533	2016-01-01	fully spanning the plasma membrane	1	Cell Component	Material_OTC
27744533	2016-01-01	Poly A	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27744533	2016-01-01	Polymerase Chain Reaction	1	Molecular Biology Research Technique	Method_Activity
27744533	2016-01-01	Sus scrofa	1	Mammal	Material_species
27744533	2016-01-01	TMPRSS2 gene	1	Gene or Genome	Material_gene
27744533	2016-01-01	Family suidae	1	Mammal	Material_species
27744533	2016-01-01	Cytoplasm	1	Cell Component	Material_OTC
27744533	2016-01-01	IFI30 gene	1	Gene or Genome	Material_gene
27744533	2016-01-01	Clustered Regularly Interspaced Short Palindromic Repeats	5	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
25178170	2015-02-14	Somatic Cell Nuclear Transfer Technique	4	Research Activity	Method_Activity
25178170	2015-02-14	CMAHP gene	1	Gene or Genome	Material_gene
25178170	2015-02-14	Sus scrofa	2	Mammal	Material_species
25178170	2015-02-14	Xenograft procedure	2	Therapeutic or Preventive Procedure	Method_Activity
25178170	2015-02-14	Nucleotides	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
25178170	2015-02-14	Hepatocyte	2	Cell	Material_OTC
25178170	2015-02-14	Adult female pig having farrowed	1	Mammal	Material_species
25178170	2015-02-14	Organ Donation procedure	1	Therapeutic or Preventive Procedure	Method_Activity
25178170	2015-02-14	GGTA1P gene	1	Gene or Genome	Material_gene
25178170	2015-02-14	Homo sapiens	1	Human	Material_species
25178170	2015-02-14	Fibroblasts	1	Cell	Material_OTC
25178170	2015-02-14	Family suidae	3	Mammal	Material_species
25178170	2015-02-14	Genetic Loci	1	Gene or Genome	Material_gene
25178170	2015-02-14	KRT8 gene	1	Gene or Genome	Material_gene
25178170	2015-02-14	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
24270795	2014-02-28	RNA	6	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
24270795	2014-02-28	Bacteria	1	Bacterium	Material_species
24270795	2014-02-28	CRISPR-Cas Loci	1	Gene or Genome	Material_gene
24270795	2014-02-28	Cell Engineering	1	Molecular Biology Research Technique	Method_Activity
24270795	2014-02-28	Providing presence (regime/therapy)	1	Therapeutic or Preventive Procedure	Method_Activity
24270795	2014-02-28	Show	1	Animal	Material_species
24270795	2014-02-28	Dual	4	Animal	Material_species
24270795	2014-02-28	Clustered Regularly Interspaced Short Palindromic Repeats	2	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
24563254	2014-03-24	IFNG gene	2	Gene or Genome	Material_gene
24563254	2014-03-24	ATG5 gene	1	Gene or Genome	Material_gene
24563254	2014-03-24	ATG16L1 gene	7	Gene or Genome	Material_gene
24563254	2014-03-24	Homo sapiens	4	Human	Material_species
24563254	2014-03-24	Mus	1	Mammal	Material_species
24563254	2014-03-24	ATG7 gene	2	Gene or Genome	Material_gene
24563254	2014-03-24	ATG9A gene	2	Gene or Genome	Material_gene
24563254	2014-03-24	guanylate	8	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
24563254	2014-03-24	ATG14 gene	2	Gene or Genome	Material_gene
24563254	2014-03-24	Intracellular parasite	1	Eukaryote	Material_species
24563254	2014-03-24	Toxoplasma gondii	1	Eukaryote	Material_species
24563254	2014-03-24	Show	2	Animal	Material_species
24563254	2014-03-24	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27378925	2016-07-05	Zebrafish	4	Fish	Material_species
27378925	2016-07-05	CTGF gene	1	Gene or Genome	Material_gene
27378925	2016-07-05	Myocytes, Cardiac	1	Cell	Material_OTC
27378925	2016-07-05	Heart failure	1	Disease or Syndrome	Disease_pathologic
27378925	2016-07-05	Sarcomeres	1	Cell Component	Material_OTC
27378925	2016-07-05	GSTK1 gene	8	Gene or Genome	Material_gene
27378925	2016-07-05	Knock-out	2	Experimental Model of Disease	Method_Activity
27378925	2016-07-05	TPM1 gene	1	Gene or Genome	Material_gene
27378925	2016-07-05	MYH7 gene	3	Gene or Genome	Material_gene
27378925	2016-07-05	POSTN gene	1	Gene or Genome	Material_gene
27378925	2016-07-05	TE06	1	Cell	Material_OTC
27378925	2016-07-05	Show	1	Animal	Material_species
27378925	2016-07-05	PLN gene	1	Gene or Genome	Material_gene
27378925	2016-07-05	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27378925	2016-07-05	Aortic Valve Stenosis	1	Disease or Syndrome	Disease_pathologic
27378925	2016-07-05	Left Ventricular Hypertrophy	1	Disease or Syndrome	Disease_pathologic
27378925	2016-07-05	Oxidative Stress	4	Cell or Molecular Dysfunction	Disease_pathologic
27378925	2016-07-05	cell process structure	1	Cell Component	Material_OTC
27378925	2016-07-05	Sudden Cardiac Death	1	Pathologic Function	Disease_pathologic
27378925	2016-07-05	Hypertrophic Cardiomyopathy	7	Disease or Syndrome	Disease_pathologic
27378925	2016-07-05	Homo sapiens	1	Human	Material_species
27378925	2016-07-05	Mus	1	Mammal	Material_species
27378925	2016-07-05	RTN4 gene	1	Gene or Genome	Material_gene
26634302	2016-02-12	Transfusion (procedure)	1	Therapeutic or Preventive Procedure	Method_Activity
26634302	2016-02-12	Posttransfusion purpura	1	Pathologic Function	Disease_pathologic
26634302	2016-02-12	Induced Pluripotent Stem Cells	1	Cell	Material_OTC
26634302	2016-02-12	Homo sapiens	4	Human	Material_species
26634302	2016-02-12	Blood Coagulation Disorders	1	Disease or Syndrome	Disease_pathologic
26634302	2016-02-12	Blood Platelets	1	Cell	Material_OTC
26634302	2016-02-12	Megakaryocyte Progenitor Cells	1	Cell	Material_OTC
26634302	2016-02-12	Protein Digestion (research activity)	1	Research Activity	Method_Activity
26634302	2016-02-12	Neonatal Alloimmune Thrombocytopenia	1	Disease or Syndrome	Disease_pathologic
26634302	2016-02-12	Western Blot	1	Laboratory Procedure	Method_procedure
26634302	2016-02-12	genetic technology	1	Molecular Biology Research Technique	Method_Activity
26634302	2016-02-12	Clustered Regularly Interspaced Short Palindromic Repeats	4	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26471004	2016-03-01	Human Epidermal Growth Factor Receptor 2 Measurement	1	Laboratory Procedure	Method_procedure
26471004	2016-03-01	SLC35C1 gene	4	Gene or Genome	Material_gene
26471004	2016-03-01	Homo sapiens	1	Human	Material_species
26471004	2016-03-01	Ovary	2	Body Part, Organ, or Organ Component	Material_OTC
26471004	2016-03-01	Mass Spectrometry	1	Laboratory Procedure	Method_procedure
26471004	2016-03-01	mutant	3	Cell or Molecular Dysfunction	Disease_pathologic
26471004	2016-03-01	FUT8 gene	1	Gene or Genome	Material_gene
26471004	2016-03-01	Show	2	Animal	Material_species
26471004	2016-03-01	Chinese Hamster	2	Mammal	Material_species
26471004	2016-03-01	Chinese Hamster Ovary Cell	2	Cell	Material_OTC
26471004	2016-03-01	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26176919	2015-07-23	Cryptosporidium	5	Eukaryote	Material_species
26176919	2015-07-23	Rotavirus	1	Virus	Material_species
26176919	2015-07-23	PARVA gene	1	Gene or Genome	Material_gene
26176919	2015-07-23	Transfection	1	Molecular Biology Research Technique	Method_Activity
26176919	2015-07-23	Cryptosporidiosis	1	Disease or Syndrome	Disease_pathologic
26176919	2015-07-23	Homo sapiens	1	Human	Material_species
26176919	2015-07-23	Severe diarrhea	1	Sign or Symptom	Disease_Symptom
26176919	2015-07-23	Muscle Rigidity	1	Sign or Symptom	Disease_Symptom
26176919	2015-07-23	Diarrhea	1	Sign or Symptom	Disease_Symptom
26176919	2015-07-23	Drug Evaluation, Preclinical	1	Research Activity	Method_Activity
26176919	2015-07-23	Protozoal intestinal disease	1	Disease or Syndrome	Disease_pathologic
26176919	2015-07-23	Sporozoites	2	Eukaryote	Material_species
26176919	2015-07-23	Intestines	1	Body Part, Organ, or Organ Component	Material_OTC
26176919	2015-07-23	hiv-infection/aids	1	Disease or Syndrome	Disease_pathologic
26176919	2015-07-23	Protozoan parasite	1	Eukaryote	Material_species
26176919	2015-07-23	Child Malnutrition	1	Disease or Syndrome	Disease_pathologic
26176919	2015-07-23	Diarrheal disorder	1	Disease or Syndrome	Disease_pathologic
26176919	2015-07-23	vaccine development	1	Research Activity	Method_Activity
26176919	2015-07-23	Organ Transplantation	1	Therapeutic or Preventive Procedure	Method_Activity
26176919	2015-07-23	Gene Knockout Techniques	1	Molecular Biology Research Technique	Method_Activity
26176919	2015-07-23	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26068112	2015-07-16	Embryonic Stem Cells	1	Cell	Material_OTC
26068112	2015-07-16	Show	1	Animal	Material_species
26068112	2015-07-16	human cell line	1	Cell	Material_OTC
26068112	2015-07-16	Clustered Regularly Interspaced Short Palindromic Repeats	2	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27616359	2016-09-12	Homo sapiens	1	Human	Material_species
27616359	2016-09-12	Cell Invasion	1	Pathologic Function	Disease_pathologic
27616359	2016-09-12	Clustered Regularly Interspaced Short Palindromic Repeats	4	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
17276034	2016-01-01	GPS1 gene	14	Gene or Genome	Material_gene
17276034	2016-01-01	ASB4 gene	15	Gene or Genome	Material_gene
17276034	2016-01-01	SD, Rat Strain	1	Mammal	Material_species
17276034	2016-01-01	Rats, Zucker	1	Mammal	Material_species
17276034	2016-01-01	Homo sapiens	1	Human	Material_species
17276034	2016-01-01	3T3-L1 Cells	1	Cell	Material_OTC
17276034	2016-01-01	Lanugo	1	Body Part, Organ, or Organ Component	Material_OTC
17276034	2016-01-01	HEK293 Cells	3	Cell	Material_OTC
17276034	2016-01-01	Mouse Testis	1	Tissue	Material_OTC
17276034	2016-01-01	Obesity	1	Disease or Syndrome	Disease_pathologic
17276034	2016-01-01	Hypothalamic structure	1	Body Part, Organ, or Organ Component	Material_OTC
17276034	2016-01-01	MAPK8 gene	5	Gene or Genome	Material_gene
17276034	2016-01-01	Structure of nucleus infundibularis hypothalami	2	Body Part, Organ, or Organ Component	Material_OTC
17276034	2016-01-01	IRS1 gene	1	Gene or Genome	Material_gene
17276034	2016-01-01	NIH 3T3 Cells	1	Cell	Material_OTC
27231109	2016-05-27	Clustered Regularly Interspaced Short Palindromic Repeats	2	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27231109	2016-05-27	basic research	1	Research Activity	Method_Activity
27231109	2016-05-27	Enthesitis-Related Arthritis	1	Disease or Syndrome	Disease_pathologic
24175911	2014-01-21	pests	1	Animal	Material_species
24175911	2014-01-21	Bombyx mori	2	Eukaryote	Material_species
24175911	2014-01-21	Knock-out	1	Experimental Model of Disease	Method_Activity
24175911	2014-01-21	Gametes	1	Cell	Material_OTC
24175911	2014-01-21	mutant	1	Cell or Molecular Dysfunction	Disease_pathologic
24175911	2014-01-21	Insecta	1	Eukaryote	Material_species
24175911	2014-01-21	Bombyx	4	Eukaryote	Material_species
24175911	2014-01-21	Show	1	Animal	Material_species
24175911	2014-01-21	Gene Knockout Techniques	1	Molecular Biology Research Technique	Method_Activity
24175911	2014-01-21	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
25880497	2015-06-23	Streptococcus pyogenes	1	Bacterium	Material_species
25880497	2015-06-23	RNA	4	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
25867848	2015-05-29	Zebrafish	2	Fish	Material_species
25867848	2015-05-29	mutant	1	Cell or Molecular Dysfunction	Disease_pathologic
25867848	2015-05-29	Deep Sequencing	1	Molecular Biology Research Technique	Method_Activity
25867848	2015-05-29	Clustered Regularly Interspaced Short Palindromic Repeats	4	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26067104	2015-06-13	Medulloblastoma	2	Neoplastic Process	Disease_pathologic
26067104	2015-06-13	Glioblastoma	1	Neoplastic Process	Disease_pathologic
